peak_Player-additional,peak_Age,peak_G,peak_GS,peak_MP,peak_FG,peak_FGA,peak_FG%,peak_3P,peak_3PA,peak_3P%,peak_2P,peak_2PA,peak_2P%,peak_FT,peak_FTA,peak_FT%,peak_ORB,peak_DRB,peak_TRB,peak_AST,peak_STL,peak_BLK,peak_TOV,peak_PF,peak_PTS,peak_ORtg,peak_DRtg,peak_AST_2_TOV,peak_AST_2_FG,peak_PPP,peak_Season,peak_PER,peak_TS%,peak_3PAr,peak_FTr,peak_ORB%,peak_DRB%,peak_TRB%,peak_AST%,peak_STL%,peak_BLK%,peak_TOV%,peak_USG%,peak_OWS,peak_DWS,peak_WS,peak_WS/48,peak_OBPM,peak_DBPM,peak_BPM,peak_VORP,peak_Dist.,peak_2P_prop,peak_0-3_prop,peak_3-10_prop,peak_10-16_prop,peak_16-3P_prop,peak_3P_prop,peak_2P_fg%,peak_0-3_fg%,peak_3-10_fg%,peak_10-16_fg%,peak_16-3P_fg%,peak_3P_fg%,peak_2P_%astd,peak_3P_%astd,peak_dunk_%FGA,peak_dunk_#,peak_corner_%3PA,peak_corner_3P%,peak_heave_Att.,peak_heave_#
douglch01,24.33,45.67,7.67,18.04,6.73,15.17,0.44,1.27,3.53,0.32,5.47,11.6,0.48,4.2,5.1,0.82,0.83,4.5,5.33,3.43,1.47,0.73,2.23,3.53,18.83,106.33,108.0,1.52,0.23,0.96,2010.33,11.97,0.55,0.25,0.33,1.83,9.97,5.83,10.83,1.47,1.13,11.47,17.27,0.63,0.9,1.53,0.08,-1.63,0.1,-1.47,0.13,11.6,0.75,0.37,0.14,0.09,0.15,0.25,0.48,0.58,0.39,0.26,0.38,0.32,0.5,0.99,0.02,4.0,0.63,0.38,0.33,0.0
douglto01,25.33,66.0,13.0,21.48,7.87,18.37,0.43,3.33,8.67,0.39,4.53,9.73,0.46,2.7,3.27,0.82,1.53,4.13,5.63,5.9,2.37,0.13,2.47,5.03,21.77,110.67,111.0,2.4,0.32,0.98,2011.33,14.93,0.55,0.47,0.18,3.3,9.47,6.33,18.4,2.37,0.2,11.07,19.77,2.13,0.83,2.97,0.1,0.33,-0.33,0.0,0.77,16.27,0.53,0.22,0.09,0.09,0.13,0.47,0.46,0.59,0.4,0.35,0.4,0.39,0.35,0.65,0.0,0.67,0.2,0.46,2.33,0.0
dowdeza01,26.0,24.0,0.0,12.17,8.9,21.8,0.41,0.5,1.7,0.3,8.4,20.0,0.42,2.8,3.0,0.94,0.9,2.6,3.5,8.9,3.5,0.3,5.1,5.2,21.1,91.0,109.0,1.75,0.41,0.75,2010.0,11.7,0.46,0.08,0.14,2.0,5.9,4.0,27.7,3.5,0.5,18.0,25.0,-0.4,0.2,-0.1,-0.02,-3.9,0.2,-3.6,-0.1,13.4,0.92,0.26,0.1,0.09,0.47,0.08,0.42,0.55,0.17,0.46,0.39,0.3,0.17,1.0,0.01,1.0,0.3,0.33,0.0,0.0
dowtije01,25.0,25.0,0.0,10.36,4.8,10.9,0.44,1.0,3.1,0.31,3.8,7.8,0.49,1.1,1.7,0.67,1.1,3.2,4.4,5.9,1.7,0.6,1.0,2.5,11.6,118.0,117.0,5.9,0.54,0.92,2022.0,9.9,0.5,0.28,0.16,2.4,8.0,5.0,15.5,1.7,1.1,7.6,10.9,0.2,0.2,0.4,0.08,-2.8,0.9,-1.9,0.0,13.5,0.72,0.18,0.26,0.12,0.16,0.28,0.49,0.7,0.6,0.0,0.44,0.31,0.45,0.8,0.04,2.0,0.5,0.38,0.0,0.0
doziepj01,23.5,39.5,3.0,17.98,7.25,17.45,0.42,2.05,6.35,0.33,5.2,11.2,0.47,2.2,3.25,0.68,1.4,6.05,7.45,5.9,1.55,0.85,2.65,4.65,18.85,103.0,112.5,2.19,0.33,0.88,2019.5,11.0,0.5,0.37,0.19,3.2,13.75,8.5,16.4,1.55,1.65,12.2,19.0,0.05,0.75,0.75,0.05,-2.4,-0.8,-3.2,-0.2,14.5,0.63,0.22,0.19,0.13,0.09,0.37,0.47,0.68,0.31,0.34,0.42,0.33,0.45,0.76,0.03,6.5,0.23,0.22,2.5,0.0
dragigo01,27.33,71.67,58.67,31.78,9.87,20.47,0.48,2.23,5.83,0.38,7.6,14.63,0.52,5.53,7.07,0.78,1.4,3.7,5.1,9.2,2.1,0.33,4.33,4.33,27.53,114.0,108.0,2.12,0.46,0.98,2013.33,19.73,0.58,0.29,0.34,3.07,8.33,5.7,29.87,2.1,0.47,15.7,24.47,5.67,2.03,7.63,0.16,2.9,-0.1,2.8,2.87,12.6,0.71,0.31,0.15,0.14,0.12,0.29,0.52,0.67,0.4,0.4,0.4,0.38,0.2,0.6,0.01,7.0,0.2,0.41,0.0,0.0
drewbr01,27.0,61.0,0.0,12.69,5.4,12.6,0.43,2.1,5.0,0.42,3.3,7.5,0.43,1.6,2.0,0.79,1.0,4.0,5.0,7.0,2.2,0.1,2.3,3.4,14.5,111.0,106.0,3.04,0.56,0.92,2001.0,12.4,0.54,0.4,0.16,2.1,8.5,5.3,20.7,2.2,0.2,14.5,13.4,1.0,0.7,1.7,0.1,-0.7,0.7,0.0,0.4,17.0,0.6,0.16,0.07,0.11,0.26,0.4,0.43,0.41,0.42,0.45,0.44,0.42,0.53,0.84,0.0,0.0,0.2,0.6,0.0,0.0
drobnpr01,28.0,71.33,28.0,19.99,8.63,20.9,0.41,0.77,2.3,0.34,7.87,18.57,0.42,3.37,4.13,0.81,2.93,6.53,9.47,2.13,1.33,1.07,2.47,4.9,21.4,98.33,108.67,0.92,0.1,0.85,2003.0,12.6,0.47,0.11,0.2,6.17,14.63,10.33,7.0,1.33,1.53,9.7,21.37,0.5,0.83,1.37,0.04,-1.43,-1.47,-2.93,-0.3,12.43,0.89,0.22,0.16,0.18,0.33,0.11,0.42,0.53,0.39,0.41,0.38,0.34,0.72,0.99,0.02,11.0,0.21,0.25,0.0,0.0
drumman01,22.67,72.33,55.67,29.29,9.37,16.93,0.56,0.03,0.33,0.21,9.37,16.63,0.56,3.83,7.33,0.52,7.57,14.47,22.0,2.63,2.4,3.0,3.17,5.33,22.67,113.33,99.33,0.79,0.16,0.97,2015.67,22.63,0.56,0.02,0.44,16.2,32.77,24.27,8.53,2.4,4.93,13.5,20.43,3.63,4.63,8.27,0.18,1.27,1.33,2.6,2.5,3.17,0.98,0.7,0.24,0.04,0.01,0.02,0.56,0.66,0.33,0.2,0.0,0.21,0.58,0.27,0.25,141.67,0.04,0.0,4.0,0.0
duartch01,24.5,50.5,25.5,23.76,7.5,18.65,0.4,2.95,8.65,0.34,4.55,10.0,0.45,3.05,3.7,0.83,1.15,5.5,6.65,3.5,1.55,0.4,2.55,3.2,21.05,102.5,118.5,1.39,0.19,0.92,2021.5,10.45,0.52,0.47,0.2,2.65,12.75,7.65,10.3,1.55,0.75,10.95,20.05,-0.15,0.55,0.45,0.01,-2.05,-1.35,-3.4,-0.35,16.4,0.53,0.2,0.12,0.12,0.1,0.47,0.45,0.58,0.43,0.33,0.38,0.34,0.47,0.78,0.02,9.5,0.3,0.35,3.5,0.0
dudlech02,36.0,43.0,2.0,7.6,3.3,8.2,0.4,0.0,0.3,0.0,3.3,7.9,0.42,1.3,2.5,0.53,4.4,8.7,13.1,2.1,0.5,2.3,2.3,6.9,7.9,93.0,104.0,0.91,0.26,0.68,2001.0,7.1,0.42,0.04,0.3,9.6,19.3,14.4,5.7,0.5,3.3,19.8,9.9,-0.1,0.4,0.3,0.04,-4.9,-0.1,-5.0,-0.2,5.9,0.96,0.46,0.4,0.1,0.0,0.04,0.42,0.56,0.3,0.2,0.0,0.0,0.65,0.0,0.1,5.0,0.0,0.0,1.0,0.0
dudleja01,25.0,76.33,25.33,27.15,6.93,14.6,0.47,2.53,6.0,0.42,4.43,8.6,0.5,3.17,4.3,0.74,2.5,4.93,7.47,2.8,1.8,0.47,1.77,3.37,19.57,119.33,110.33,1.59,0.19,1.07,2010.0,14.87,0.6,0.42,0.29,5.77,10.8,8.33,8.1,1.8,0.67,9.9,16.1,4.07,1.27,5.33,0.13,1.5,0.17,1.7,1.93,15.33,0.58,0.26,0.08,0.07,0.17,0.42,0.5,0.63,0.34,0.36,0.47,0.42,0.66,0.99,0.01,7.33,0.39,0.43,1.0,0.0
duhonch01,23.0,78.0,47.0,26.7,4.87,12.5,0.39,2.33,6.53,0.36,2.53,5.97,0.42,2.0,2.57,0.77,0.6,4.33,4.97,8.9,1.87,0.13,2.8,4.17,14.03,107.0,103.0,3.18,0.72,0.85,2005.0,11.53,0.51,0.52,0.2,1.37,9.53,5.5,26.47,1.87,0.13,17.2,14.3,1.8,2.93,4.7,0.11,-1.03,1.23,0.2,1.13,16.33,0.48,0.27,0.08,0.04,0.1,0.52,0.42,0.47,0.41,0.3,0.31,0.36,0.32,0.88,0.0,0.33,0.21,0.41,2.67,0.0
duncati01,26.0,77.33,77.0,38.83,12.27,24.17,0.51,0.03,0.3,0.18,12.23,23.93,0.51,8.0,11.43,0.7,4.47,13.0,17.5,4.9,1.07,3.73,4.1,3.63,32.63,111.0,93.0,1.19,0.2,0.98,2002.0,27.0,0.56,0.01,0.47,9.9,26.93,18.67,18.4,1.07,4.93,12.3,28.9,8.7,7.07,15.8,0.25,5.2,2.67,7.9,7.47,7.7,0.99,0.31,0.34,0.23,0.1,0.01,0.51,0.7,0.45,0.41,0.37,0.18,0.49,0.72,0.08,97.67,0.05,0.67,1.0,0.0
dunlemi02,29.33,66.0,43.0,29.96,8.2,17.4,0.47,2.9,7.17,0.41,5.27,10.2,0.52,4.23,5.2,0.82,0.93,6.6,7.53,4.03,1.2,0.57,2.47,3.27,23.5,116.0,108.0,1.66,0.23,1.06,2009.33,16.17,0.6,0.42,0.3,2.07,14.53,8.23,13.07,1.2,0.83,10.93,19.23,4.0,1.8,5.8,0.14,1.77,-0.23,1.57,1.87,16.27,0.58,0.22,0.08,0.07,0.22,0.42,0.52,0.66,0.46,0.36,0.44,0.41,0.7,0.96,0.01,5.0,0.24,0.47,0.33,0.0
dunnkr01,25.33,41.67,26.0,26.68,8.27,17.5,0.47,1.3,3.87,0.35,6.93,13.6,0.51,2.53,3.37,0.75,0.83,6.73,7.53,8.97,3.07,0.77,3.43,5.5,20.33,108.33,109.0,2.73,0.51,0.91,2019.33,15.23,0.53,0.23,0.19,1.73,15.47,8.47,28.33,3.07,1.47,15.27,19.83,0.2,1.5,1.7,0.09,-1.83,1.97,0.17,0.43,10.87,0.77,0.27,0.31,0.11,0.08,0.23,0.51,0.65,0.45,0.35,0.38,0.35,0.25,0.81,0.03,10.33,0.18,0.36,0.67,0.0
duprero01,24.0,43.33,2.67,12.13,6.77,14.7,0.47,0.1,0.3,0.31,6.63,14.4,0.47,3.37,6.67,0.53,3.83,6.43,10.27,2.97,1.7,0.73,2.83,7.93,17.0,97.67,103.33,1.05,0.2,0.83,2004.0,10.63,0.48,0.02,0.46,8.27,13.83,11.03,9.37,1.7,1.03,13.7,17.63,0.0,0.63,0.6,0.06,-3.63,0.33,-3.3,-0.2,8.27,0.98,0.49,0.07,0.12,0.3,0.02,0.47,0.61,0.43,0.24,0.31,0.31,0.68,0.67,0.16,19.0,0.76,0.14,0.0,0.0
duranke01,26.0,60.0,60.0,36.05,13.4,26.47,0.51,3.4,8.63,0.39,10.03,17.83,0.56,9.3,10.67,0.88,0.9,9.37,10.23,6.73,1.43,1.33,4.5,2.53,39.53,122.0,104.33,1.5,0.25,1.11,2014.0,28.53,0.63,0.33,0.4,2.03,19.7,11.2,24.37,1.43,2.07,12.57,30.9,9.87,2.97,12.83,0.27,8.6,1.47,10.03,6.73,14.27,0.67,0.21,0.12,0.19,0.16,0.33,0.56,0.78,0.42,0.51,0.43,0.39,0.49,0.62,0.08,96.33,0.06,0.45,0.33,0.0
earlycl01,23.0,39.0,7.0,16.59,6.2,17.4,0.36,1.8,6.8,0.26,4.4,10.6,0.42,2.9,3.9,0.75,1.8,6.1,7.9,2.9,2.0,1.0,3.3,4.6,17.1,87.0,110.0,0.88,0.17,0.76,2014.0,8.4,0.45,0.39,0.22,3.8,13.8,8.7,9.1,2.0,1.5,14.5,19.6,-0.8,0.4,-0.4,-0.03,-3.7,-1.5,-5.2,-0.5,14.3,0.61,0.28,0.11,0.05,0.16,0.39,0.42,0.57,0.29,0.55,0.2,0.26,0.59,0.91,0.06,11.0,0.31,0.35,0.0,0.0
eddieja01,24.0,26.0,0.0,5.65,6.6,21.6,0.31,5.0,15.6,0.32,1.7,6.0,0.28,2.7,2.7,1.0,0.7,7.0,7.6,1.7,1.7,0.3,0.3,1.7,20.9,98.0,107.0,5.67,0.08,0.9,2015.0,11.0,0.46,0.72,0.12,1.5,16.3,8.8,5.0,1.7,0.6,1.4,20.7,0.0,0.1,0.1,0.05,-0.3,-1.1,-1.5,0.0,22.1,0.28,0.05,0.08,0.03,0.12,0.72,0.28,0.0,0.2,0.0,0.5,0.32,0.8,0.93,0.0,0.0,0.21,0.3,1.0,0.0
eisleho01,31.33,60.33,33.0,20.47,5.53,14.83,0.37,2.23,6.43,0.34,3.3,8.43,0.4,2.47,2.93,0.85,0.57,3.87,4.47,9.8,1.7,0.23,3.23,4.87,15.77,102.0,107.67,3.05,0.66,0.81,2003.33,11.9,0.49,0.44,0.2,1.23,8.63,4.97,29.03,1.7,0.33,16.8,16.97,1.47,0.7,2.17,0.06,-0.83,-0.5,-1.27,0.47,17.73,0.56,0.16,0.07,0.07,0.26,0.44,0.4,0.48,0.38,0.28,0.38,0.34,0.17,0.64,0.0,0.0,0.17,0.46,2.67,0.0
ekeziob01,27.5,35.5,16.0,11.33,5.15,13.4,0.38,0.0,0.05,0.0,5.15,13.35,0.38,7.5,10.35,0.74,4.6,7.8,12.35,0.95,1.15,1.5,3.35,7.45,17.7,99.5,108.0,0.28,0.07,0.83,2002.5,10.7,0.5,0.0,0.77,9.7,17.3,13.45,2.7,1.15,2.0,15.9,18.1,0.15,0.25,0.45,0.05,-4.2,-1.5,-5.7,-0.45,7.95,1.0,0.31,0.31,0.24,0.14,0.0,0.38,0.47,0.31,0.3,0.53,0.0,0.7,0.0,0.07,8.5,0.0,0.0,0.0,0.0
ellenhe01,21.0,38.0,0.0,8.66,8.0,22.1,0.36,3.0,9.1,0.33,5.0,13.0,0.38,3.8,4.4,0.86,1.5,10.8,12.3,3.0,0.8,0.0,2.7,3.3,22.9,95.0,108.0,1.11,0.14,0.86,2017.0,10.5,0.48,0.41,0.2,3.3,24.3,13.6,9.4,0.8,0.0,10.2,23.8,-0.2,0.4,0.1,0.02,-2.6,-1.9,-4.4,-0.2,14.6,0.59,0.16,0.25,0.09,0.08,0.41,0.38,0.75,0.24,0.23,0.25,0.33,0.46,1.0,0.02,3.0,0.22,0.31,0.0,0.0
ellinwa01,30.0,64.0,17.67,25.06,7.27,17.73,0.41,5.27,13.83,0.38,1.97,3.87,0.51,1.43,1.73,0.84,0.57,4.03,4.63,2.33,1.5,0.17,1.27,2.73,21.23,113.0,110.33,1.89,0.13,1.07,2017.0,12.3,0.57,0.78,0.1,1.23,9.03,5.13,7.1,1.5,0.3,6.43,17.47,2.0,1.5,3.47,0.1,0.5,-0.4,0.1,0.87,21.97,0.22,0.07,0.04,0.02,0.1,0.78,0.51,0.75,0.39,0.31,0.38,0.38,0.72,0.93,0.0,2.67,0.25,0.43,0.67,0.0
ellisla01,31.5,60.5,8.5,19.88,6.6,16.5,0.4,1.55,5.75,0.28,5.0,10.75,0.47,2.6,3.65,0.69,3.3,6.9,10.15,1.4,1.0,1.1,2.3,6.25,17.3,96.5,102.5,0.6,0.09,0.85,2001.5,10.05,0.48,0.34,0.22,6.9,14.75,10.8,4.55,1.0,1.6,11.3,17.6,0.1,1.55,1.65,0.06,-2.45,-0.1,-2.55,-0.15,15.3,0.66,0.18,0.14,0.12,0.22,0.34,0.47,0.62,0.47,0.38,0.39,0.28,0.64,1.0,0.03,9.0,0.31,0.29,1.0,0.0
ellismo01,24.67,81.0,78.0,38.59,10.5,22.8,0.47,1.27,4.03,0.29,9.2,18.73,0.49,5.07,6.53,0.78,1.17,4.17,5.33,6.77,2.47,0.47,3.63,3.0,27.4,108.0,109.33,1.86,0.29,0.94,2009.67,17.93,0.54,0.17,0.29,2.5,9.37,5.8,22.1,2.47,0.67,12.3,25.37,4.2,2.27,6.53,0.1,1.27,-0.3,1.0,2.4,12.27,0.83,0.32,0.12,0.1,0.29,0.17,0.49,0.67,0.38,0.39,0.39,0.29,0.39,0.76,0.03,44.33,0.32,0.35,4.67,0.33
elsonfr01,28.67,68.0,36.33,18.36,5.4,10.73,0.5,0.0,0.13,0.07,5.4,10.6,0.51,1.97,2.73,0.7,3.43,8.7,12.13,1.87,1.67,2.07,2.57,7.57,12.77,102.67,100.33,0.75,0.17,0.88,2004.67,10.83,0.54,0.01,0.26,7.8,19.3,13.6,5.47,1.67,2.83,17.37,12.63,0.53,2.03,2.6,0.1,-3.37,1.5,-1.87,0.0,8.6,0.99,0.42,0.14,0.16,0.27,0.01,0.51,0.66,0.39,0.37,0.4,0.07,0.77,0.0,0.17,38.0,0.2,0.11,0.33,0.0
elyme01,28.0,43.0,8.67,16.0,6.27,13.0,0.5,0.0,0.07,0.0,6.27,12.93,0.5,3.1,4.83,0.63,4.1,6.3,10.43,2.37,0.83,1.67,2.6,6.67,15.67,105.67,108.67,0.95,0.2,0.89,2006.0,11.23,0.53,0.0,0.38,9.0,14.37,11.63,7.47,0.83,2.4,15.23,15.23,0.47,0.53,1.0,0.06,-2.17,-0.67,-2.77,-0.07,5.4,1.0,0.41,0.43,0.1,0.05,0.0,0.5,0.61,0.44,0.31,0.27,0.0,0.48,0.0,0.09,15.67,0.0,0.0,0.33,0.0
embiijo01,27.0,61.67,61.67,33.15,14.77,28.4,0.52,1.73,4.83,0.36,13.03,23.57,0.55,14.27,16.93,0.84,3.03,13.07,16.07,5.5,1.53,2.2,4.77,4.0,45.53,121.33,106.0,1.16,0.19,1.12,2021.0,30.97,0.64,0.17,0.6,7.03,29.5,18.47,20.87,1.53,4.13,11.8,36.5,7.3,3.73,11.03,0.26,6.77,1.83,8.63,5.57,11.67,0.83,0.25,0.21,0.24,0.13,0.17,0.55,0.77,0.43,0.47,0.48,0.36,0.51,0.83,0.06,63.33,0.04,0.36,2.0,0.0
engliki01,24.0,41.0,0.0,9.93,5.5,14.5,0.38,1.8,6.5,0.28,3.6,8.1,0.45,2.7,3.8,0.72,1.0,3.8,4.8,3.4,2.1,0.4,2.5,6.0,15.5,96.0,110.0,1.36,0.23,0.83,2012.0,7.9,0.48,0.45,0.26,2.2,8.4,5.2,9.8,2.1,0.6,13.2,16.1,0.0,0.2,0.2,0.02,-4.0,-0.2,-4.2,-0.2,15.9,0.55,0.27,0.06,0.03,0.2,0.45,0.45,0.6,0.14,0.33,0.36,0.28,0.68,0.93,0.01,1.0,0.42,0.29,0.0,0.0
ennisja01,26.0,52.67,18.33,20.23,6.33,13.4,0.47,2.43,6.1,0.38,3.87,7.3,0.53,3.27,4.2,0.78,2.63,4.83,7.47,2.53,1.83,0.7,2.23,4.7,18.37,114.67,110.0,1.14,0.19,1.04,2016.0,13.33,0.6,0.45,0.32,5.7,11.1,8.33,7.73,1.83,1.17,12.7,15.5,1.37,1.0,2.37,0.11,-0.17,-0.13,-0.3,0.3,13.37,0.55,0.38,0.08,0.03,0.06,0.45,0.53,0.64,0.24,0.34,0.32,0.38,0.68,0.94,0.08,17.67,0.34,0.43,0.33,0.0
ennisty01,21.67,46.67,4.67,12.07,6.8,16.87,0.4,1.57,5.0,0.3,5.23,11.9,0.44,1.27,1.67,0.77,0.97,3.93,4.9,7.83,2.13,0.5,3.87,4.87,16.5,95.33,109.0,2.13,0.46,0.77,2015.67,9.77,0.47,0.3,0.1,2.17,8.77,5.47,23.63,2.13,0.83,17.67,18.93,-0.2,0.5,0.3,0.02,-3.17,-0.03,-3.2,-0.13,11.87,0.7,0.34,0.19,0.08,0.1,0.3,0.44,0.53,0.38,0.3,0.36,0.3,0.25,0.65,0.0,0.67,0.17,0.27,1.0,0.0
eubandr01,23.0,51.67,10.33,13.07,6.87,11.57,0.59,0.1,0.23,0.69,6.73,11.3,0.6,4.1,5.4,0.75,3.83,10.53,14.37,2.97,1.1,2.8,2.83,5.23,17.87,120.67,110.67,1.1,0.26,1.07,2020.0,16.4,0.64,0.02,0.46,8.5,23.9,16.2,8.47,1.1,4.97,16.67,15.03,1.4,0.97,2.33,0.13,-1.27,0.87,-0.4,0.4,5.27,0.98,0.43,0.47,0.05,0.03,0.02,0.6,0.67,0.52,0.31,0.35,0.46,0.76,0.67,0.17,38.0,0.39,0.33,0.0,0.0
evansje01,25.33,34.67,0.0,6.76,6.5,10.87,0.6,0.13,0.47,0.13,6.37,10.37,0.62,3.97,5.93,0.65,5.4,8.13,13.5,2.8,1.9,3.8,1.4,6.27,17.13,133.33,102.0,2.18,0.26,1.15,2012.33,20.0,0.64,0.04,0.54,11.73,17.87,14.8,8.33,1.9,5.73,9.3,12.8,0.73,0.33,1.03,0.21,1.47,2.3,3.8,0.33,5.73,0.96,0.62,0.16,0.05,0.13,0.04,0.62,0.8,0.29,0.4,0.15,0.13,0.63,0.33,0.39,15.67,0.2,0.22,0.33,0.0
evansma01,28.67,78.33,24.33,20.06,7.13,15.63,0.46,2.47,6.33,0.38,4.67,9.23,0.5,2.0,2.6,0.78,3.0,4.17,7.17,2.3,1.63,0.43,1.47,4.93,18.7,115.33,107.67,1.59,0.15,1.02,2006.67,13.0,0.56,0.41,0.16,6.6,9.07,7.83,6.87,1.63,0.6,7.87,15.9,2.43,1.5,3.97,0.12,0.13,-0.03,0.13,0.83,13.8,0.59,0.33,0.05,0.08,0.12,0.41,0.5,0.61,0.39,0.43,0.31,0.38,0.6,0.94,0.11,48.33,0.67,0.41,0.33,0.0
evansre01,28.67,63.0,51.0,25.0,3.3,7.3,0.45,0.0,0.07,0.0,3.3,7.23,0.46,3.27,6.2,0.53,7.4,15.3,22.7,1.8,1.87,0.4,2.87,5.73,9.93,105.0,104.0,0.65,0.25,0.76,2008.67,12.73,0.49,0.01,0.85,16.43,34.53,25.4,4.77,1.87,0.57,22.27,10.97,0.93,2.2,3.13,0.09,-1.0,-0.43,-1.43,0.2,3.2,0.99,0.71,0.22,0.04,0.03,0.01,0.46,0.53,0.29,0.25,0.24,0.0,0.57,0.0,0.04,9.0,0.0,0.0,0.0,0.0
evansty01,25.67,47.33,39.33,30.84,9.87,21.77,0.45,2.27,5.97,0.38,7.6,15.8,0.48,5.1,6.5,0.79,1.37,6.67,8.0,8.3,2.07,0.57,3.9,3.57,27.17,108.67,110.33,2.1,0.38,0.95,2014.67,19.03,0.55,0.27,0.3,3.0,15.4,9.0,28.27,2.07,0.97,13.73,25.13,2.5,0.87,3.33,0.11,2.9,-0.27,2.67,1.73,10.63,0.73,0.46,0.13,0.02,0.13,0.27,0.48,0.56,0.3,0.19,0.38,0.38,0.26,0.62,0.01,5.67,0.1,0.2,2.0,0.33
ewingpa01,39.0,65.0,4.0,13.86,8.5,19.0,0.44,0.0,0.1,0.0,8.5,19.0,0.45,5.4,7.7,0.7,3.4,11.6,15.0,2.0,1.3,2.6,3.7,7.4,22.3,96.0,101.0,0.54,0.11,0.85,2001.0,14.4,0.5,0.0,0.4,7.4,25.3,16.3,6.3,1.3,3.5,14.2,22.7,0.0,1.3,1.4,0.07,-3.1,0.0,-3.1,-0.3,7.9,1.0,0.33,0.27,0.24,0.15,0.0,0.45,0.66,0.34,0.32,0.38,0.0,0.64,0.0,0.04,12.0,1.0,0.0,0.0,0.0
exumda01,22.67,47.67,9.33,16.09,6.5,14.93,0.44,1.57,5.07,0.31,4.93,9.87,0.51,3.53,4.53,0.78,1.23,4.53,5.73,5.53,1.07,0.57,3.4,5.0,18.13,103.33,111.33,1.6,0.36,0.89,2017.67,10.0,0.54,0.34,0.31,2.77,10.07,6.47,16.57,1.07,0.93,16.97,18.13,0.1,0.73,0.87,0.05,-2.57,-0.2,-2.77,-0.17,10.93,0.66,0.42,0.2,0.02,0.01,0.34,0.51,0.58,0.38,0.69,0.26,0.31,0.31,0.91,0.07,13.33,0.44,0.27,1.0,0.0
farieke01,23.0,68.67,65.33,25.96,9.13,16.37,0.56,0.0,0.03,0.0,9.13,16.37,0.56,4.53,7.03,0.64,6.03,10.3,16.4,1.9,1.7,1.93,2.73,5.1,22.8,117.33,103.67,0.69,0.12,1.02,2012.0,20.07,0.59,0.0,0.43,13.83,22.77,18.33,6.03,1.7,2.93,12.37,19.23,3.9,2.4,6.3,0.17,1.5,-0.1,1.43,1.47,4.1,1.0,0.6,0.29,0.07,0.04,0.0,0.56,0.68,0.41,0.31,0.35,0.0,0.67,0.0,0.22,111.0,0.0,0.0,0.0,0.0
farmajo01,23.0,67.67,1.67,19.96,8.63,19.0,0.45,3.3,8.37,0.4,5.33,10.6,0.5,2.43,3.1,0.75,0.7,3.97,4.63,6.5,1.87,0.2,3.37,3.33,23.0,108.33,108.67,1.93,0.34,0.97,2009.0,15.03,0.56,0.44,0.16,1.6,8.57,5.1,20.97,1.87,0.33,14.03,20.6,1.63,1.2,2.83,0.1,1.0,-0.53,0.43,0.83,15.8,0.56,0.26,0.06,0.07,0.17,0.44,0.5,0.61,0.45,0.35,0.42,0.4,0.44,0.8,0.02,8.33,0.2,0.45,1.33,0.0
favervi01,25.0,37.0,8.0,13.19,6.7,15.5,0.44,1.3,4.2,0.3,5.5,11.3,0.49,2.5,3.9,0.65,4.4,9.1,13.5,1.7,1.5,2.8,4.3,7.8,17.3,92.0,104.0,0.4,0.11,0.8,2013.0,11.0,0.5,0.27,0.25,9.5,20.6,14.9,5.2,1.5,4.3,20.1,18.6,-0.3,0.7,0.3,0.03,-3.6,0.5,-3.2,-0.1,10.6,0.73,0.38,0.22,0.07,0.06,0.27,0.49,0.59,0.41,0.4,0.22,0.3,0.67,1.0,0.09,10.0,0.0,0.0,0.0,0.0
favorde01,26.67,68.67,43.0,23.5,9.4,16.6,0.58,0.17,0.77,0.07,9.27,15.83,0.6,3.93,5.6,0.71,5.53,9.9,15.4,2.33,1.67,2.83,2.27,5.03,22.87,124.33,102.33,1.06,0.15,1.09,2017.67,21.03,0.61,0.05,0.34,12.53,21.4,17.07,7.63,1.67,4.67,10.7,18.77,3.7,3.03,6.7,0.21,1.4,1.7,3.07,2.07,6.47,0.95,0.5,0.21,0.15,0.09,0.05,0.6,0.73,0.51,0.43,0.34,0.07,0.73,0.33,0.16,85.67,0.59,0.07,0.67,0.0
feliccr01,24.67,39.67,1.33,14.55,5.53,9.53,0.59,0.0,0.27,0.0,5.53,9.27,0.61,3.0,4.3,0.71,5.87,8.73,14.57,2.67,1.1,1.0,1.93,4.77,14.13,126.33,107.67,1.38,0.28,1.05,2016.67,15.23,0.62,0.03,0.44,12.6,18.9,15.8,7.83,1.1,1.6,15.33,11.73,1.17,0.67,1.87,0.15,-0.63,-0.53,-1.17,0.13,4.9,0.97,0.66,0.15,0.04,0.13,0.03,0.61,0.68,0.5,0.42,0.27,0.0,0.65,0.0,0.16,20.33,0.0,0.0,0.0,0.0
feltora01,26.33,74.33,67.33,34.52,8.1,18.6,0.44,1.8,5.03,0.37,6.3,13.57,0.46,2.87,3.63,0.79,1.07,4.03,5.07,9.7,2.33,0.3,3.7,3.1,20.93,106.67,107.33,2.61,0.53,0.88,2010.33,15.67,0.52,0.27,0.2,2.33,9.07,5.7,30.77,2.33,0.5,15.4,20.97,2.87,2.5,5.37,0.1,0.87,-0.1,0.77,1.77,13.67,0.73,0.29,0.13,0.06,0.24,0.27,0.46,0.58,0.41,0.34,0.39,0.37,0.22,0.75,0.0,2.67,0.16,0.4,4.67,0.67
