ncaa_player_name,rookie_Age,ncaa_team,Full Role,scouting_report,projected_range,ncaa_rim_fg%,ncaa_mid_fg%,ncaa_3p%,length_pc1,explosive_pc2,P(Bust),P(Star),mean_AST_2_TOV,mean_AST_2_FG,mean_AST%,mean_TOV%,mean_USG%,mean_PPP,mean_0-3_prop,mean_3-10_prop,mean_10-16_prop,mean_16-3P_prop,mean_corner_%3PA,mean_2P_%astd,mean_3P_%astd,mean_0-3_fg%,mean_3-10_fg%,mean_10-16_fg%,mean_16-3P_fg%,mean_3P_fg%,mean_corner_3P%,mean_STL%,mean_BLK%,mean_ORB%,mean_DRB%,mean_3P_prop_not_corner,floor_AST_2_TOV,floor_AST_2_FG,floor_AST%,floor_TOV%,floor_USG%,floor_PPP,floor_0-3_prop,floor_3-10_prop,floor_10-16_prop,floor_16-3P_prop,floor_corner_%3PA,floor_2P_%astd,floor_3P_%astd,floor_0-3_fg%,floor_3-10_fg%,floor_10-16_fg%,floor_16-3P_fg%,floor_3P_fg%,floor_corner_3P%,floor_STL%,floor_BLK%,floor_ORB%,floor_DRB%,floor_3P_prop_not_corner,ceiling_AST_2_TOV,ceiling_AST_2_FG,ceiling_AST%,ceiling_TOV%,ceiling_USG%,ceiling_PPP,ceiling_0-3_prop,ceiling_3-10_prop,ceiling_10-16_prop,ceiling_16-3P_prop,ceiling_corner_%3PA,ceiling_2P_%astd,ceiling_3P_%astd,ceiling_0-3_fg%,ceiling_3-10_fg%,ceiling_10-16_fg%,ceiling_16-3P_fg%,ceiling_3P_fg%,ceiling_corner_3P%,ceiling_STL%,ceiling_BLK%,ceiling_ORB%,ceiling_DRB%,ceiling_3P_prop_not_corner,Mean_Primary_Cluster,Mean_Primary_Cluster_Prob,Mean_Secondary_Cluster,Mean_Secondary_Cluster_Prob,Mean Full Role,floor_Primary_Cluster,floor_Primary_Cluster_Prob,floor_Secondary_Cluster,floor_Secondary_Cluster_Prob,floor Full Role,ceiling_Primary_Cluster,ceiling_Primary_Cluster_Prob,ceiling_Secondary_Cluster,ceiling_Secondary_Cluster_Prob,ceiling Full Role,floor_comp,floor_comp_id,floor_comp_pts,floor_comp_reb,floor_comp_ast,floor_comp_dbpm,med_comp,med_comp_id,med_comp_pts,med_comp_reb,med_comp_ast,med_comp_dbpm,ceiling_comp,ceiling_comp_id,ceiling_comp_pts,ceiling_comp_reb,ceiling_comp_ast,ceiling_comp_dbpm
Dereck Lively II,19,Duke,Defensive Specialist,"An intimidating rim protector that lacks a developed offensive game, Lively oozes with upside. He's shown a developing three, but will need to become a stronger inside scorer as well.",Mid First,2.2483228897452383,-3.942675267076858,-1.999843295883392,-3.881911676498131,-0.7034624108078762,0.1736005968238686,0.361,1.536148969889064,0.27599049128367714,13.49990491283676,13.426038034865298,19.06635499207608,0.9883042789223482,0.41635499207606896,0.2061172741679871,0.07434231378763856,0.07496038034865304,0.06129667194928695,0.44682234548336014,0.1975481774960382,0.6718066561014279,0.406259904912837,0.3585578446909665,0.31496038034865315,0.2583042789223456,0.24960380348652922,1.6864659270998434,2.831790808240888,7.71182250396195,18.45971473851035,0.16716608557844673,1.4444311442191442,0.24781584142540772,11.42147350181646,13.450912883221118,18.33224836771965,0.9862859447580161,0.334693424966498,0.19941512989339638,0.061536703262298556,0.0610069134600781,0.041473303274889746,0.35961113285019625,0.13809585408150246,0.6605970122800334,0.41020414617651,0.3299618442974802,0.29468083815328733,0.22509762429570596,0.18443784655087644,1.5671521264695483,1.9511964960842065,6.313588656324316,17.377876469341224,0.11372517250288179,1.6364333192370868,0.29423087939744147,14.144148617325458,14.287648183723425,19.947010932762993,1.0110689396959398,0.4761301709672917,0.21302129993126936,0.08003821259286772,0.06999562779699915,0.07319694093288333,0.4696951319883463,0.1959377429059728,0.6963946181293674,0.425773010793261,0.3650204916545035,0.32029064245443695,0.29311142728543793,0.3042210026264583,1.8108563272595524,2.964692612236609,9.542143670731313,20.127550351514266,0.20322020905496677,Rim Runner,0.963,None,0.037,Rim Runner,Rim Runner,0.997,None,0.003,Rim Runner,Rim Runner,0.998,None,0.002,Rim Runner,OG Anunoby,anunoog01,21.23,8.0,3.1,0.83,Jaren Jackson Jr.,jacksja02,29.43,9.67,1.9,0.97,Derrick Favors,favorde01,22.87,15.4,2.33,1.7
Jordan Hawkins,21,Connecticut,Floor-Spacing Wing,"After a national championship run with UConn, Hawkins shot up draft boards. He's a gunner off screens, but on defense may end up being just a supporting, team defender.",Mid-to-Late First,-1.446280134497752,-0.9566092580278108,0.610188407208515,1.3174518780460482,0.23854352676359408,0.3154289288008026,0.056,1.72080824088748,0.22434231378763886,12.351822503961948,10.857321711568924,19.641743264659294,0.9823930269413622,0.23537242472266237,0.15711568938193357,0.08351822503961964,0.09624405705229801,0.11766719492868445,0.307663866877972,0.3763814580031694,0.6517749603803498,0.39954041204437374,0.3848494453248818,0.3644532488114104,0.34407290015847913,0.37007923930269476,1.5770364500792386,1.314659270998414,3.647179080824091,13.394057052297923,0.3098922345483362,1.5044796012077433,0.19740988587774408,10.78245391621173,9.578972543664698,18.7110950702133,0.9553862877173901,0.2087343811058246,0.13450488012396294,0.07916880711546286,0.09322336958251373,0.10460712896803338,0.2603752540861903,0.3524808310693063,0.6458290880182306,0.40017351616156127,0.3782214789080305,0.3606613820271886,0.3500624150774296,0.3517944930691818,1.5120704944338386,1.118941338656375,3.057898621883919,12.40953615730349,0.30819099011308587,1.7814340990156001,0.2348044419949215,13.114927022136545,10.910263667071172,20.85881430279197,1.0001077178979136,0.23845774293063832,0.15914041616444002,0.08551219618977518,0.10934734685304257,0.13639289594008405,0.3200004234054808,0.4469829761615931,0.6636754449009465,0.42004524124831466,0.3898075399758018,0.37321493576045195,0.3566508226934012,0.38696652790785235,1.6102458480521147,1.4618525105909868,3.8653542465200497,14.326690909597774,0.3338874235712769,Scoring Guard,0.508,Floor Spacer,0.486,Shooting Guard,Scoring Guard,0.85,None,0.134,Scoring Guard,Floor Spacer,0.503,Scoring Guard,0.491,Shooting Guard,Tyler Dorsey,dorsety01,20.4,7.15,3.95,-1.8,Lonnie Walker IV,walkelo01,22.67,5.37,3.37,-0.93,Kevin Huerter,huertke01,21.27,5.5,5.0,-0.2
Jalen Hood-Schifino,19,Indiana,Lead Guard,"A big playmaker, Hood-Schifino battled inefficiency as a scorer. This will need to improve if he wants to stick.",Mid-to-Late First,-1.5615820567879926,0.6393102923108702,-0.003280582834454495,0.5994856483137598,0.4533480083016731,0.6594307571460979,0.038,1.8138827258320136,0.2762440570522985,14.42656101426306,12.360903328050695,19.376259904912825,0.9507448494453242,0.2574326465927101,0.1700158478605388,0.08900158478605394,0.09556259904912855,0.107660380348653,0.29610792393027,0.33170824088748035,0.6412519809825675,0.3828526148969886,0.379128367670365,0.3531378763866875,0.3364817749603812,0.35714738510301114,1.6056893819334392,1.27982567353407,3.6103169572107827,13.210681458003142,0.2800099841521394,1.6015362113285982,0.24640623458819907,13.524242075753273,11.68980335097832,18.318980149453196,0.9245459784526502,0.2220945923825007,0.1634824306855583,0.08023564433810655,0.09113867293267158,0.09007615864074554,0.2633452540861902,0.3096954729218947,0.6322913448680146,0.3517549756938019,0.37202594259785826,0.343305002514038,0.330385445236225,0.3426141442414254,1.5297289265048868,1.0621826156968086,2.861805365693837,12.441039351240429,0.2527196743184134,1.9136977244231939,0.2888078526696893,15.344824542147588,12.368939428546208,20.01407582849928,0.9624432055541904,0.27487227249164187,0.18941805197286254,0.0998296617873876,0.10818508538604257,0.1330615332461992,0.32033749824210855,0.36267613595414283,0.6587708250487929,0.3898978650708642,0.3896370388576417,0.3700898133328868,0.3522757111248648,0.3734130123465079,1.6561234901843815,1.336396449847046,3.4678949824536387,14.326690909597774,0.2927312249793885,Scoring Guard,0.902,None,0.081,Scoring Guard,Scoring Guard,0.873,None,0.116,Scoring Guard,Scoring Guard,0.843,None,0.113,Scoring Guard,Austin Rivers,riverau01,20.03,4.03,5.17,-0.53,Brandon Knight,knighbr03,27.1,5.67,7.6,-1.33,Alec Burks,burksal01,24.47,8.13,4.8,0.43
Gregory Jackson,18,South Carolina,Skilled Forward,"Also known as GG, after reclassifying to move up a year, former #1 recruit GG Jackson had a subpar year at South Carolina. He'll hope to sell teams on the idea of his massive upside as a physical forward.",Late First,-0.5650440141366289,-1.459261084906135,-0.1036664175687587,-0.9774036820273145,-1.0727565570941096,0.6712449461547708,0.116,1.501965134706815,0.22535657686212354,13.045927099841506,11.965562599049125,20.78541996830429,0.9723771790808223,0.29358161648177494,0.1814896988906496,0.08375594294770201,0.08890649762282095,0.09237908082408859,0.3417171156893822,0.3051191759112522,0.6591125198098262,0.39462757527733766,0.37974643423137855,0.3396830427892234,0.3233914421553097,0.34082408874801895,1.578938193343899,1.598827258320123,4.813961965134708,15.488985736925494,0.2603309033280508,1.3619240779043504,0.1975055783384809,10.875357892248866,11.234771380248016,21.27908716554144,0.9542882829427426,0.26323736213145127,0.17929150488328038,0.07916880711546286,0.08099791113557786,0.07952591470503795,0.30183225090366844,0.26356144966126294,0.6438869067031509,0.39030927127904536,0.37211972147780725,0.3223917611961516,0.31079829390332453,0.3181223253496061,1.5352057537457624,1.1011915533766805,3.8692256065305295,14.10548209538541,0.22090383094803542,1.562844402479985,0.23577451731236626,14.083004050089645,12.375891870952918,22.383149534582685,0.986526374410183,0.314631552337674,0.1994515830775635,0.08956175347763647,0.09768805243319087,0.09935025124250894,0.3986114368276279,0.32567643789597545,0.6832318544412883,0.42003650047458163,0.38988770048227434,0.35722243546198795,0.34632428775023266,0.37476896495867146,1.6108165607759313,1.8448473495774753,5.175021787763189,17.111226802941992,0.27540282058692356,Interior Offensive Hub,0.641,Floor Spacer,0.275,Catch-and-Score,Interior Offensive Hub,0.794,None,0.156,Interior Offensive Hub,Interior Offensive Hub,0.793,None,0.173,Interior Offensive Hub,James Young,youngja01,12.73,6.2,1.7,0.1,Kevin Knox,knoxke01,19.87,8.47,1.97,-1.07,Austin Rivers,riverau01,20.03,4.03,5.17,-0.53
Kris Murray,23,Iowa,Skilled Forward,"Brother of 2022 top-5 pick Keegan, Kris offers more role-player potential as a strong shooter and off-ball defender, though he doesn't bring much else to the table. ",Late First,0.59126954940264,-0.37541808319974745,0.019027380439835328,-1.2100725461450248,-0.5044829312335101,0.39634453646321455,0.008,1.6764659270998434,0.23608557844690958,12.136687797147381,11.44554675118859,19.05668779714739,0.9828050713153715,0.29316957210776506,0.17885895404120428,0.07841521394611725,0.08134706814580024,0.10168954041204431,0.35673375594294837,0.33229175911252,0.6598098256735344,0.3933122028526154,0.3755467511885896,0.3327733755942951,0.3255150554675128,0.33877971473851,1.5712678288431055,1.7224088748019009,5.367828843106184,15.72174326465926,0.2664404120443739,1.5044796012077433,0.2130610473603667,11.008925916980234,10.284087176056268,18.33224836771965,0.9542882829427426,0.262589250142895,0.17945965060440736,0.07050592757614653,0.07098749439199462,0.07954745583379493,0.30713152534190874,0.3096954729218947,0.6438393374969197,0.39059439131375223,0.3700397214778073,0.32301080950805766,0.3106899853883605,0.30186154982209507,1.5178549446935916,1.4136767574679814,4.161587982526577,14.073978901448472,0.2504153888272654,1.79095630991001,0.24633813030582674,13.135608388554495,11.957811535852118,19.947010932762993,1.0016326350603577,0.3146200716959305,0.19772697493998476,0.08003821259286772,0.0795802863993279,0.11590337708618326,0.4081473161205776,0.364508413896117,0.6832318544412883,0.40857060678942714,0.38988770048227434,0.3477465790745392,0.34644755124565246,0.38199025048580776,1.6107343026277103,1.9236855628739968,5.769023587337335,17.111226802941992,0.2960163808373897,Skilled Big,0.853,None,0.146,Skilled Big,Skilled Big,0.732,Floor Spacer,0.265,Stretch Four,Skilled Big,0.899,None,0.1,Skilled Big,Admiral Schofield,schofad01,14.77,7.27,2.6,-1.03,Jordan Nwora,nworajo01,23.57,9.5,2.37,-1.07,De'Andre Hunter,huntede01,23.4,6.63,2.47,-0.77
Jett Howard,19,Michigan,Floor-Spacing Wing,"Off-ball shooter and son of a former pro, Howard projects well as a shooter. He's a weak defender, so he'll need to improve to stay on the court",Late First,-0.2850250600031876,0.6393102923108702,0.3871087744656168,-0.31999764996397295,-0.03517315928240807,0.5089252452484605,0.038799999999999994,1.8292709984152142,0.24232963549920775,12.671109350237712,11.127987321711547,19.058145800316954,0.9621870047543581,0.23006339144215515,0.15537242472266258,0.08356576862123612,0.09736925515055471,0.11974342313787638,0.29756117274167965,0.379773217115689,0.643137876386689,0.3862282091917589,0.3867987321711574,0.36827258320126793,0.3418066561014269,0.36301109350237704,1.5716481774960378,1.235419968304278,3.3557686212361313,13.010237717908064,0.3132042789223457,1.6015362113285982,0.2303818237786587,10.78245391621173,10.346369821294616,18.325407404354028,0.9455125976148893,0.2087343811058246,0.13450488012396294,0.07916880711546286,0.10021623739172447,0.10777078100203791,0.2603752540861903,0.37389984613641947,0.6327019833126565,0.3517549756938019,0.3782214789080305,0.3637692490771965,0.3404303025206134,0.35167487111012247,1.511425576138336,1.0628672117024807,2.4784402160621357,12.40953615730349,0.3062339177265633,1.9137178120701064,0.25882390006726913,13.667135799091087,11.595322205249909,19.99057858451703,0.9854669913701173,0.22883185889645805,0.15919241756117275,0.08551219618977518,0.10934734685304257,0.13639289594008405,0.319428503830063,0.44776134040094284,0.6640627292749044,0.3898978650708642,0.39984419424059864,0.3894499390819025,0.35305161737741964,0.3745063340787551,1.6095506549472032,1.2772799088029934,3.4364578311361003,14.326690909597774,0.3338874235712769,Scoring Guard,0.572,Floor Spacer,0.409,Shooting Guard,Scoring Guard,0.632,Floor Spacer,0.33,Shooting Guard,Floor Spacer,0.499,Scoring Guard,0.489,Shooting Guard,John Jenkins,jenkijo01,21.03,6.0,3.0,-0.9,Rodney Hood,hoodro01,24.23,5.47,3.8,-0.2,Jamal Murray,murraja01,29.2,5.87,7.77,-0.93
Dariq Whitehead,19,Duke,Off-Ball Scorer,"Former top recruit, Whitehead had an up and down year. He was a scorching shooter, but much of the two-way upside he showed in HS did not appear.",Late First,-1.6637066165307766,-0.9613216189047946,1.0675016543314557,-0.17971304810455516,0.07806833654039537,0.5695460411589675,0.138,1.6187955625990482,0.23421553090332822,13.131838351822498,11.683629160063372,20.123011093502406,0.9603803486529308,0.254706814580032,0.16255150554675105,0.08362916006339133,0.09979397781299536,0.1101450079239301,0.30881679873217166,0.344434231378764,0.6494453248811408,0.3906814580031689,0.36816164817749597,0.35347068145800287,0.337400950871633,0.36364500792393056,1.6686846275752782,1.4029001584786032,3.617876386687803,13.212028526148954,0.2897916006339148,1.5044796012077433,0.2129653548996299,11.304506879474355,10.795418964474564,19.614603995632685,0.9449250066431139,0.2311831332525947,0.14495782830783635,0.07916880711546286,0.10199473350417837,0.09897895064069642,0.263837527516435,0.3217647659998959,0.6454650199146935,0.36475077044007564,0.3494690313512343,0.343305002514038,0.3336670048279992,0.3519042061271011,1.5491630664018043,1.1138276645135137,2.861805365693837,12.441039351240429,0.2728358378220611,1.7204137297870048,0.2443250611160681,14.083004050089645,11.959478049225526,21.788660472451966,0.984322743214108,0.27487227249164187,0.16943726202773313,0.08567834988002404,0.10934734685304257,0.13316878786550415,0.32033749824210855,0.38119886960665916,0.6636754449009465,0.40919650047458156,0.37936903917052783,0.37021493576045195,0.35347158555716485,0.3745063340787551,1.8036320872881981,1.4896831832869177,3.4672406597442995,14.326690909597774,0.2971033401523374,Scoring Guard,0.899,None,0.045,Scoring Guard,Scoring Guard,0.921,None,0.043,Scoring Guard,Scoring Guard,0.906,None,0.052,Scoring Guard,Xavier Henry,henryxa01,18.87,5.8,2.33,-0.53,Lonnie Walker IV,walkelo01,22.67,5.37,3.37,-0.93,Talen Horton-Tucker,hortota01,22.03,6.67,6.9,0.27
Brice Sensabaugh,20,Ohio St.,Scoring Wing,"An excellent and efficient scorer, Sensabaugh doesn't bring much else to his game. If can brings that same efficiency to the NBA, he coulld really be a valuable pick.",Late First,-0.9307158248285342,1.856670185531812,0.7998060950399785,0.3945092379631762,0.12091172184450533,0.36968806200802257,0.04,1.5340729001584787,0.21204437400950882,11.737480190174313,11.326608557844686,19.91483359746433,0.9881141045958793,0.26567353407289984,0.18053882725832002,0.0825198098256735,0.08923930269413624,0.10191141045958792,0.34282947702060323,0.3396782884310615,0.6514104595879557,0.4074960380348653,0.3796038034865297,0.354453248811411,0.33773375594294797,0.3604278922345487,1.4947385103011093,1.5591125198098243,4.793787638668784,15.862614896988905,0.28000618066561017,1.4443446495051286,0.17570098878049603,10.468775596001707,10.278858916229044,19.409383615974917,0.9867649400573781,0.23791535594325045,0.17929150488328038,0.07092375989206033,0.08099791113557786,0.07952591470503795,0.30183225090366844,0.3096954729218947,0.6438414243456151,0.4104041945049033,0.3721029264445155,0.3444053548253058,0.3341535677073119,0.3479564821592111,1.3595474222949593,1.0986769769274085,3.8407143746538517,14.289558694394882,0.2548240007054975,1.6221195218955065,0.2111128654937992,12.625848117660789,11.957811535852118,21.207815332451972,1.0106054972610268,0.28775809114896816,0.19954178107930443,0.08567834988002404,0.09907866473574256,0.11561177244230413,0.3986114368276279,0.36492586630958135,0.6634326641657203,0.4270141784298416,0.38989865511793126,0.3698697689654922,0.3559266099271684,0.3794064519164246,1.5207627717654035,1.8448473495774753,5.177925781826801,17.111226802941992,0.29441587071510245,Floor Spacer,0.524,Skilled Big,0.446,Stretch Four,Skilled Big,0.694,Floor Spacer,0.278,Stretch Four,Skilled Big,0.493,Floor Spacer,0.43,Stretch Four,Luke Babbitt,babbilu01,16.73,7.8,2.13,-0.5,Allen Crabbe,crabbal01,18.07,5.9,2.63,0.23,Alec Burks,burksal01,24.47,8.13,4.8,0.43
Noah Clowney,19,Alabama,Skilled Forward,Clowney is a long and versatile big that has a projectable NBA jumper. Also provides good rim protection. Will need to bulk up.,Late First,1.2962584456915378,1.6336184373545555,-0.5609796646917,-2.335373791528611,-0.7987223550785387,0.375805777404285,0.086,1.4651347068145804,0.22877971473851033,11.895435816164811,12.252630744849448,19.44331220285261,0.982393026941362,0.3260380348652929,0.19232963549920737,0.07508716323296345,0.08256735340728999,0.08918066561014258,0.39091045958795656,0.2891686212361333,0.6660697305863712,0.3973692551505542,0.36603803486529307,0.34204437400950916,0.3052297939778133,0.3148177496038035,1.5859904912836775,2.2124088748018975,5.873518225039622,17.17870047543582,0.2350824088748017,1.2494557417083356,0.1975055783384809,10.25837386648121,11.63860840733404,18.33224836771965,0.9542882829427426,0.2868046273141719,0.17929150488328038,0.061536703262298556,0.07098749439199462,0.06797930682101752,0.3479798271206039,0.26452285154294664,0.6609180688489119,0.39977008417650994,0.3393538800100456,0.32446331486654495,0.29042945191375275,0.28356065165410277,1.5305858225440654,1.7259721464459554,4.96410302733135,15.782740122492052,0.1905841037189989,1.4843094649800261,0.24281131559652558,12.686992684896602,12.368939428546208,19.947010932762993,1.0010425136348402,0.36422954578293143,0.20439882640198717,0.08003821259286772,0.0900143483993279,0.09717889003278425,0.4169158886295013,0.30259283330326225,0.6898160638171306,0.41876186331411835,0.3694419467822743,0.35722243546198795,0.3421553225277674,0.32667854257455026,1.6595168028879592,2.6146935131698394,6.516886620430345,19.093209365327787,0.24832365208012358,Skilled Big,0.996,None,0.004,Skilled Big,Skilled Big,0.998,None,0.002,Skilled Big,Skilled Big,0.993,None,0.007,Skilled Big,Jonathan Isaac,isaacjo01,17.0,10.2,2.0,2.1,Derrick Jones Jr.,jonesde02,17.67,8.93,1.9,0.97,OG Anunoby,anunoog01,21.23,8.0,3.1,0.83
Marcus Sasser,23,Houston,Lead Guard,"Sasser is a hustle guard that can do everything. Size may limit him defensively, but his hustle and strength can keep him on the floor, especially in the second unit.",Fringe 1st-2nd,0.14159205247070247,0.37698887015874466,0.5655724806599354,1.8548066918501873,1.3367972676444637,0.4338982637855632,0.022,2.006354992076067,0.28258320126782877,13.691980982567339,11.723755942947706,18.26675118858955,0.9400792393026939,0.22535657686212376,0.14900158478605394,0.0800316957210776,0.10001584786053895,0.12657591125198112,0.2721101426307451,0.385037559429477,0.6226148969889077,0.3609984152139463,0.39980982567353374,0.35966719492868426,0.33670364500792443,0.35824088748019034,1.6818700475435826,1.1757052297939774,3.0589698890649797,12.757749603803473,0.3179882725832014,1.9775539177917116,0.25751019043305673,11.057913157933742,10.762053275011443,16.895260233720336,0.9220976719237424,0.19742504036434302,0.12479462774043654,0.07050592757614653,0.10227057077625876,0.13029149229361225,0.23138735400018506,0.37404284613641947,0.6093639670073775,0.33056667669994,0.4006976506990908,0.3503785622930468,0.3302216365981869,0.34638480922444675,1.5665960851140848,1.0653992195292563,2.400502415466962,12.441039351240429,0.3060464805588271,2.0845021438416356,0.2885472731578002,14.78374322637157,11.97246176993932,19.051988432675607,0.9371517720645346,0.2190198753167192,0.1490757973708255,0.08003821259286772,0.10934734685304257,0.13643878786550415,0.28670332422620015,0.45403691729918616,0.6270168772692299,0.3593357782131976,0.418247993019453,0.36976559255422026,0.35235003101250595,0.37420537535666343,1.8014036457445923,1.2417116415054514,3.345200428676261,13.469870756352167,0.3447684991109794,Pass-First Playmaker,0.689,None,0.126,Pass-First Playmaker,Pass-First Playmaker,0.481,Scoring Guard,0.226,Combo Guard,Pass-First Playmaker,0.876,None,0.051,Pass-First Playmaker,Ron Baker,bakerro01,10.8,4.8,6.15,1.05,Malachi Flynn,flynnma01,17.87,5.77,6.2,-0.2,Caris LeVert,leverca01,24.97,6.63,7.07,0.27
Ben Sheppard,22,Belmont,Lead Guard,"A strong shooter in his senior year, Sheppard's FT% did not develop accordingly. Is the shooting a mirage? Also, can he attack closeouts when needed?",Fringe 1st-2nd,-0.4316232183436365,0.14608318718651356,0.9224998930485719,1.5742177473173333,-0.40269081392021927,0.68376447685769,0.014666666666666666,1.8174801901743256,0.26400950871632395,13.766085578446894,11.834469096671945,19.27551505546751,0.9571632329635472,0.25608557844690993,0.17004754358161675,0.08342313787638674,0.08928684627575287,0.11173803486529306,0.30431774960380403,0.34692916006339203,0.6332805071315375,0.3886053882725827,0.383676703645008,0.3436925515055465,0.33348652931854267,0.3568621236133128,1.5843106180665614,1.3213470681457988,3.799508716323307,13.541061806656087,0.2889751188589538,1.6015362113285982,0.2303818237786587,13.516157724251856,10.800647224301787,18.33224836771965,0.9449250066431139,0.23103391314323887,0.1634824306855583,0.07916880711546286,0.08099791113557786,0.0990004917694534,0.2633452540861902,0.3376526189641468,0.6187703157091872,0.36475077044007564,0.37211972147780725,0.34137331571627844,0.330385445236225,0.3426141442414254,1.5339518248671975,1.1182567426507029,3.1551040920930675,12.81911300287742,0.2728358378220611,1.9153938576695904,0.27965170057696537,15.055512034397763,11.959478049225526,20.01407582849928,0.9861635122784278,0.27487227249164187,0.189273852838927,0.08551219618977518,0.09907866473574256,0.1330615332461992,0.32033749824210855,0.3829421511541957,0.6347486009619014,0.39976906895376496,0.3896569659468789,0.3597634025521961,0.35246423540096317,0.3745063340787551,1.6561234901843815,1.460890559596512,3.866008569229389,14.326690909597774,0.29733436759896514,Scoring Guard,0.793,None,0.175,Scoring Guard,Scoring Guard,0.949,None,0.02,Scoring Guard,Scoring Guard,0.771,None,0.192,Scoring Guard,Shelvin Mack,macksh01,19.2,5.9,9.4,-0.37,Solomon Hill,hillso01,14.63,7.8,3.93,0.67,Tim Hardaway Jr.,hardati02,27.0,5.4,3.5,-1.17
Trayce Jackson-Davis,23,Indiana,Versatile Big,All-around big that's slightly undersized to defend NBA fives. Effective post scorer but will need to find other ways to contribute.,Fringe 1st-2nd,0.4479657316990548,0.10681351321164442,-3.717556468003707,-1.6225231955188055,-0.5705953632978923,0.2396368243400326,0.062,1.7890649762282111,0.32537242472266314,16.49396196513472,13.683882725832037,19.62700475435814,0.9779714738510314,0.3911251980982562,0.20819334389857355,0.08362916006339122,0.0759112519809825,0.056166402535657724,0.41428320126782897,0.19426244057052294,0.6575118858954048,0.40657686212361316,0.3946275752773379,0.33039619651347085,0.25416798732171164,0.25931854199683074,1.6660380348652968,2.380855784469094,6.799096671949285,17.47947702060224,0.18411885895404093,1.600774119052698,0.26482053216198276,13.96393364359457,13.50610607046092,18.691981401464687,0.9541862435919508,0.33306728682317277,0.20235557643930688,0.07916880711546286,0.0610069134600781,0.035926967631791866,0.3503349144916456,0.13809585408150246,0.6405146315382396,0.41020414617651,0.3918523693664844,0.3050452383488224,0.22514931838784694,0.18443784655087644,1.543379221718662,1.8640269673014553,5.992747122726438,15.782740122492052,0.11372517250288179,1.9186399306644826,0.354641649948423,19.0862524513941,14.736441763498702,20.823840491662985,0.9876756404979079,0.42599985196134815,0.22668948181532853,0.08567834988002404,0.06999562779699915,0.05637811676701995,0.45482130643105717,0.1959377429059728,0.6636651549573862,0.425773010793261,0.41900767015088664,0.3296588505328032,0.2937654065663338,0.30333824579717766,1.8061519258172887,2.627177612420996,6.670910211977219,19.116150720925575,0.2015051848772751,Skilled Big,0.573,Interior Offensive Hub,0.421,Versatile Big,Skilled Big,0.786,Interior Offensive Hub,0.202,Versatile Big,Interior Offensive Hub,0.778,Skilled Big,0.213,Versatile Big,Ekpe Udoh,udohek01,13.1,11.03,3.57,3.67,Kyle O'Quinn,oquinky01,18.57,17.57,6.1,2.33,Mason Plumlee,plumlma01,19.03,16.07,6.4,1.87
Olivier-Maxence Prosper,21,Marquette,Skilled Forward,"Late riser and combine star, Prosper has stud defensive wing potential with a massive wingspan and great athleticism. As with most prospects, he'll need to improve as a floor spacer.",Fringe 1st-2nd,0.882818695765104,0.037698887015875426,0.06364330698841497,0.5772264551355676,-2.9377793514606543,0.6579713904911234,0.056285714285714286,1.5427892234548344,0.2155150554675119,11.223169572107755,11.26510301109349,18.985499207606964,0.9798732171156881,0.2970998415213947,0.17129952456418393,0.07702060221870043,0.08388272583201273,0.11165198098256715,0.35818684627575337,0.3338221870047546,0.6525198098256733,0.38852614896988935,0.3699524564183833,0.34215530903328123,0.3243898573692555,0.34816164817749606,1.5813153724247226,1.7217115689381939,4.7713153724247235,14.7449762282092,0.2594732171156895,1.4443446495051286,0.17550095726446371,9.770132363424791,10.284087176056268,18.33224836771965,0.9542882829427426,0.273530349772484,0.16296619384795752,0.07050592757614653,0.07098749439199462,0.10003210260072735,0.30713152534190874,0.3096954729218947,0.6441916018307422,0.35170793393374816,0.3496397940778405,0.32181509337523356,0.31079829390332453,0.33778495002306547,1.5432354782532316,1.4157760459902318,3.8407143746538517,13.932369137106397,0.2230081573351195,1.6221195218955065,0.21039165574523455,11.990470936351018,11.591589465867061,19.439179211252444,0.9863369326512018,0.33469107436637163,0.1892209565767713,0.08003821259286772,0.0851460171538318,0.13316469633390335,0.4081473161205776,0.364508413896117,0.661763214194571,0.39969214100739026,0.3795707004822743,0.35722243546198795,0.3472274376142372,0.37411928598330035,1.6586086745732458,1.9236855628739968,5.175021787763189,16.20624276786421,0.2714778268679855,Skilled Big,0.607,Floor Spacer,0.39,Stretch Four,Skilled Big,0.927,None,0.042,Skilled Big,Skilled Big,0.57,Floor Spacer,0.42,Stretch Four,Tyler Dorsey,dorsety01,20.4,7.15,3.95,-1.8,Semi Ojeleye,ojelese01,13.27,7.17,1.87,-0.5,Jake Layman,laymaja01,18.8,6.03,1.8,-0.33
